Entity,Relation,Value
aspirin,drugpossiblytreatsphysiologicalcondition,headache
acetic_acid,chemicalistypeofchemical,acid
n1,numberofcasualtiesinroadaccident,chappaquiddick_incident
carbondioxide,chemicalistypeofchemical,greenhouse_gases
greenhouse_gases,chemicalistypeofchemical,air_pollutants
greenhouse_gases,chemicalistypeofchemical,fuels
greenhouse_gases,chemicalistypeofchemical,pollutants
greenhouse_gases,chemicalistypeofchemical,emissions
europe,agentparticipatedinevent,result
four,numberofkilledinbombing,car_bomb_hits_shiite_suburb_of_beirut__killing_2
four,numberofkilledinbombing,car_bomb_hits_shiite_suburb_of_beirut__killing_2
n28,numberofinjuredinbombing,blasts_injure_28_protesters_in_bangkok
n28,numberofinjuredinbombing,blasts_injure_28_protesters_in_bangkok
n15981,numberofcasualtiesinearthquake,n2011_t_hoku_earthquake_and_tsunami
nine,numberofkilledinbombing,n1327689011
n7,numberofcasualtiesinearthquake,n2000_nicaragua_earthquake
missiles,explosivesinbombing,aleppo_university_bombings
n160,numberofinjuredinbombing,aleppo_university_bombings
n160,numberofinjuredinbombing,aleppo_university_bombings
hexane,chemicalistypeofchemical,carbon
n70,numberofinjuredinbombing,bomb_kills_20_at_pakistan_vegetable_market
europe,locationofprotest,anti_austerity_movement
n0,numberofinjuredinprotest,stuha
committees,synonymfor,directors
committees,synonymfor,boards
committees,synonymfor,boards
darpa,organizationacronymhasname,defense_advanced_research_projects_agency
darpa,organizationacronymhasname,defense_advanced_research_projects_agency
planned_parenthood,politicsgroupconcernsissue,abortion
planned_parenthood,politicsgroupconcernsissue,abortion
planned_parenthood,politicsgroupconcernsissue,abortion
robot_futures,meetingeventtitleinofficebuildingroom,rashid_auditorium_4401
election_of_1852,haswikipediaurl,"//en.wikipedia.org/wiki/United%20States%20presidential%20election,%201852"
optimizing_password_composition_policies,meetingeventtitleinbuilding,gates_and_hillman_centers
optimizing_password_composition_policies,meetingeventtitleinbuilding,gates_and_hillman_centers
robot_futures,meetingeventtitlehasmeetingeventtype,scs_author_presentation___booksigning
libertarian_party_of_maine,haswikipediaurl,//en.wikipedia.org/wiki/Libertarian%20Party%20of%20Maine
hurricane_agnes,eventdate,june_1972
optimizing_password_composition_policies,meetingeventtitlehasmeetingeventtype,theory_lunch_seminar
human_powered_data_management,meetingeventtitlehasmeetingeventtype,scs_faculty_candidate
human_powered_data_management,meetingeventtitleatdate,april_3__2013
human_powered_data_management,meetingeventtitleinofficebuildingroom,n6115
holey_grail___the_mechanism_of_transport_through_the_nuclear_pore_of_cells,meetingeventtitleinofficebuildingroom,conference_room
human_powered_data_management,meetingeventtitleinbuilding,gates___hillman_centers
finding_needles_in_exponential_haystacks,meetingeventtitlehasmeetingeventtype,math_colloquium
roskilde_festival,haswikipediaurl,//en.wikipedia.org/wiki/Roskilde%20Festival
brain_maps_to_mechanisms__neural_circuit_molecular_architecture,meetingeventtitlehasspeakingperson,stephen_j___smith
brain_maps_to_mechanisms__neural_circuit_molecular_architecture,meetingeventtitleinbuilding,biomedical_science_tower
brain_maps_to_mechanisms__neural_circuit_molecular_architecture,meetingeventtitleatdate,april_16__2013
n185,numberofcasualtiesinearthquake,n2011_christchurch_earthquake
rolls_royce_launches_ghost_series_ii,productlauchvenue,south_india
math__monkeys__and_the_developing_brain,meetingeventtitleatdate,april_25__2013
two,objectlookslikeobject,televisions
democratic_party,politicsgroupconcernsissue,liberalism
democratic_party,politicsgroupconcernsissue,liberalism
moveon_org,politicsgroupconcernsissue,liberalism
republican_party,politicsgroupconcernsissue,conservatism
greenpeace,politicsgroupconcernsissue,environment
greenpeace,politicsgroupconcernsissue,environment
planned_parenthood,politicsgroupconcernsissue,pro_choice
aclu,politicsgroupconcernsissue,human_rights
sulphur,chemicalistypeofchemical,compounds
two,objectlookslikeobject,monitors
nitrogen,chemicalistypeofchemical,monoxide
fbi,organizationalsoknownas,federal_bureau_of_investigation
blood_cells,subpartof,body
office,organizationalsoknownas,united_states
cftc,organizationacronymhasname,commodity_futures_trading_commission
cricket_at_the_olympics,haswikipediaurl,//en.wikipedia.org/wiki/Cricket%20at%20the%201900%20Summer%20Olympics
belgian_grand_prix,haswikipediaurl,//en.wikipedia.org/wiki/Belgian%20Grand%20Prix
asian_cycling_championships,haswikipediaurl,//en.wikipedia.org/wiki/Asian%20Cycling%20Championships
world_war_ii,eventdate,december_1941
omnism,haswikipediaurl,//en.wikipedia.org/wiki/Omnism
ashanti_mythology,haswikipediaurl,//en.wikipedia.org/wiki/Ashanti%20mythology
dysfunction,diseasecausesphysiologicalcondition,incontinence
licensed_doctor,jobpositionusesacademicfield,medicine
cryptoanalyist,jobpositionusesacademicfield,mathematics
research,professionistypeofprofession,nursing
local_doctors,professionistypeofprofession,professionals
local_doctors,professionistypeofprofession,professionals
business_professionals,professionusestool,tools
aagenaes_syndrome,haswikipediaurl,//en.wikipedia.org/wiki/Aagenaes%20syndrome
aagenaes_syndrome,haswikipediaurl,//en.wikipedia.org/wiki/Aagenaes%20syndrome
professions,professionssuchasprofessions,jobs
eye,thinghascolor,grey
max,attractionbefallincity,anaheim
bed,itemfoundinroom,lounge
bed,itemfoundinroom,guestrooms
bed,itemfoundinroom,accessible_rooms
bed,itemfoundinroom,accommodations
bed,itemfoundinroom,air_conditioned_bedrooms
bed,itemfoundinroom,air_conditioned_room
bed,itemfoundinroom,den
bed,itemfoundinroom,master_suite
bed,itemfoundinroom,master_bedroom
bed,itemfoundinroom,rooms
bed,itemfoundinroom,suite
bed,itemfoundinroom,dining_room
sweater,clothingtogowithclothing,t_shirt
dinner,bakedgoodservedwithbeverage,tea
rtext,softwareisprogrammedinprogramminglanguage,java
appletviwer,softwareisprogrammedinprogramminglanguage,java
bioclipse,softwareisprogrammedinprogramminglanguage,java
opera_mini,softwareisprogrammedinprogramminglanguage,java
opera_mini,softwareisprogrammedinprogramminglanguage,java
yahweh,agentcontributedtocreativework,commandments
breakfast,bakedgoodservedwithbeverage,coffee
breakfast,bakedgoodservedwithbeverage,tea
breakfast,bakedgoodservedwithbeverage,milk
peaches,beveragemadefrombeverage,juice
strawberry,beveragemadefrombeverage,juice
plymouth_cambridge,haswikipediaurl,//en.wikipedia.org/wiki/Plymouth%20Cambridge
blouse,clothingtogowithclothing,sweater
gloves,clothingtogowithclothing,sweater
hat,clothingtogowithclothing,sweater
jeans,clothingtogowithclothing,sweater
apricot,beveragemadefrombeverage,juice
central_weather_bureau,sourceofearthquake,magnitude_5_4_earthquake_hits_north_taiwan
caltrain,transportationincity,san_francisco
old_spice,productinstanceof,deodorant
corner_shower,itemfoundinroom,bathroom
tea,agriculturalproductcamefromcountry,hong_kong
tea,agriculturalproductcamefromcountry,hong_kong
sinks,furniturefoundinroom,master
biceps,musclelocatedinbodypart,upper_arm
zeus,fatherofperson,athene
brad_pitt,actorstarredinmovie,fight_club
brad_pitt,actorstarredinmovie,fight_club
cameron_park_zoo,aquariumincity,waco
national_aquarium__baltimore,aquariumincity,baltimore
national_aquarium__baltimore,aquariumincity,baltimore
calgery_zoo,zooincity,calgery
vanity,itemfoundinroom,master
moon,thinghascolor,orange
belfast_zoo,zooincity,belfast
belfast_zoo,zooincity,belfast
al_nusra_front,attackerinbombing,car_bomb_hits_shiite_suburb_of_beirut__killing_2
elephant,attractionbefallincity,portland
tie,clothingtogowithclothing,blue_suit
gastrocnemius,musclelocatedinbodypart,calf
calf,musclelocatedinbodypart,leg
calf,musclelocatedinbodypart,lower_leg
calf,musclelocatedinbodypart,lower_leg
blood,bodypartcontainsbodypart,calf
bed,furniturefoundinroom,balcony
cookies,bakedgoodservedwithbeverage,dozen_chocolate
bed,furniturefoundinroom,rooms
blue_suit,clothingtogowithclothing,tie
bed,furniturefoundinroom,decor
bed,furniturefoundinroom,decor
oil,agriculturalproductcookedwithagriculturalproduct,mashed_potatoes
starched_white_shirt,clothingtogowithclothing,tie
beer,foodcancausedisease,blood_pressure
toronto_zoo,zooincity,toronto
toronto_zoo,zooincity,toronto
toronto_zoo,zooincity,toronto
bed,furniturefoundinroom,suites
bed,furniturefoundinroom,cabins
berries,foodcancausedisease,blood_pressure
bed,furniturefoundinroom,executive
telescope,objectfoundinscene,observatory
oil,agriculturalproductcookedwithagriculturalproduct,chili_pepper
bed,furniturefoundinroom,entry
audi_r8,haswikipediaurl,//en.wikipedia.org/wiki/Audi%20R8%20(road%20car)
female_suicide_bomber,attackerinbombing,n16_killed_in_suicide_bombing_in_russia_s_south
jackets,clothingmadefromplant,grass
neil_armstrong,astronautwasonamissionwithastronaut,buzz_aldrin
bus,transportationincity,portland
several_weapons,weaponssuchasweapons,nuclear_missile
weapon_arsenals,weaponssuchasweapons,nuclear_missile
eggs,agriculturalproductcomingfromvertebrate,chicken
croissant,bakegoodistypicalincountry,usa
abraham,fatherofperson,jesus
eddie_van_halen,musicianinmusicartist,van_halen
jesus_christ,hasfamilymember,mary
ginger_tea,beveragemadefrombeverage,tea
cary_grant,actorstarredinmovie,north_by_northwest
cary_grant,actorstarredinmovie,north_by_northwest
heath_ledger,actorstarredinmovie,batman
christian_bale,actorstarredinmovie,batman
emile_lahoud,personbirthdate,n1936
barack_obama,haswife,michelle_obama
barack_obama,haswife,michelle_obama
barack_obama,haswife,michelle_obama
barack_obama,haswife,michelle_obama
n35_people,injuredinbombing,car_bomb_hits_shiite_suburb_of_beirut__killing_2
president_ronald_reagan,politicianusendorsedbypoliticianus,bush
president_ronald_reagan,politicianusendorsedbypoliticianus,bush
barack_obama,commentatorofbombing,boston_marathon_bombings
barack_obama,fatherofperson,malia
vincent_van_gogh,visualartistartmovement,impressionism
vincent_van_gogh,visualartistartmovement,postimpressionism
george_harrison,musicianinmusicartist,the_beatles
george_harrison,musicianplaysinstrument,guitar
arnold_schwarzeneggar,actorstarredinmovie,true_lies
arnold_schwarzeneggar,personhasresidenceingeopoliticallocation,california
ron_livingston,actorstarredinmovie,office_space
sigourney_weaver,actorstarredinmovie,aliens
sigourney_weaver,actorstarredinmovie,aliens
orient_express,transportationincity,paris
steve_nash,teammate,iverson
clint_eastwood,actorstarredinmovie,dirty_harry
white_t_shirt,clothingtogowithclothing,jacket
cars,productproducedincountry,germany
the_waikiki_aquarium,aquariumincity,honolulu
arphaxad,fatherofperson,cainan
queen,personhascitizenship,the_united_kingdom
tea,agriculturalproductcamefromcountry,the_united_kingdom
blood,bodypartcontainsbodypart,blood_vessels
oils,agriculturalproductincludingagriculturalproduct,corn
sofa,furniturefoundinroom,family
tie,clothingtogowithclothing,black_suit
plasma,objectlookslikeobject,stand
waikiki_aquarium,aquariumincity,honolulu
sigourney_weaver,actorstarredinmovie,alien
inch,objectlookslikeobject,televisions
plasma,objectlookslikeobject,televisions
greg_norman,athletewinsawardtrophytournament,masters
wordpress,organizationhasofficialwebsite,wordpress_com
jj_abrams,directordirectedmovie,star_trek
youtube,organizationhasofficialwebsite,youtube_com
youtube,organizationhasofficialwebsite,youtube_com
uniform,clothingtogowithclothing,boots
short_skirts,clothingtogowithclothing,boots
cancer,diseasemaybecausedbydrug,acid
oil,agriculturalproductcookedwithagriculturalproduct,mussels
jeff_hardy,athleteplayssport,wrestling
underwear,clothingtogowithclothing,hat
pork_belly,meatcomesfromanimal,pig
tea,agriculturalproductcamefromcountry,china
tea,agriculturalproductcamefromcountry,singapore
youtube,agenthaswebsite,youtubecom
youtube,competeswith,facebook
driver,agentparticipatedinevent,championship
chairs,furniturefoundinroom,dinning_area
bomb,weaponmadeincountry,iran
chairs,furniturefoundinroom,kitchen_area
accountant,jobpositionusesacademicfield,economics
doctor,jobpositionusesacademicfield,surgery
plastic_surgeon,jobpositionusesacademicfield,surgery
surgeon,jobpositionusesacademicfield,surgery
physician,jobpositionusesacademicfield,surgery
michael_caine,actorstarredinmovie,italian_job
chicago_daily_news,newspaperincity,chicago
pear_juice,beveragemadefrombeverage,juice
windows,buildingfeaturemadefrombuildingmaterial,beveled_glass
light,thinghascolor,green
jordan_hall,attractionofcity,boston
bombs,weaponmadeincountry,iraq
myspace,companyeconomicsector,internet
n7500,officebuildingroominbuilding,wean_hall
eggs,agriculturalproductcomingfromvertebrate,tortoise
prune_juice,beveragemadefrombeverage,juice
couches,furniturefoundinroom,lounge
jobs,professionistypeofprofession,nursing
jobs,professionistypeofprofession,nursing
rice_milk,beveragemadefrombeverage,juice
devices,weaponmadeincountry,republic_of_india
major_tourist_attraction,touristattractionsuchastouristattraction,temple_of_the_reclining_buddha
pork_loin,haswikipediaurl,//en.wikipedia.org/wiki/Pork%20loin
john_the_baptist,parentofperson,jesus_christ
lsd,drughassideeffect,flashbacks
grape_juice,beveragemadefrombeverage,juice
aor,musicgenressuchasmusicgenres,american
aor,musicgenressuchasmusicgenres,rock
harrison_ford,directordirectedmovie,indiana_jones
brass_bed,itemfoundinroom,master_bedroom
sweater,clothingtogowithclothing,socks
dolphins,animalsuchasinvertebrate,marine_mammals
woody_allen,actorstarredinmovie,annie_hall
buttons,clothingtogowithclothing,shirts
barack_obama,politicianrepresentslocation,the_united_states
al_pacino,actorstarredinmovie,the_godfather
al_pacino,actorstarredinmovie,scarface
chair,furniturefoundinroom,area
chair,furniturefoundinroom,balcony
the_tennessee_aquarium,aquariumincity,chattanooga
baalbek_brigade,attackerinbombing,three_killed_in_lebanese_suicide_bombing
baalbek_brigade,attackerinbombing,three_killed_in_lebanese_suicide_bombing
suicide_bomber,attackerinbombing,three_killed_in_lebanese_suicide_bombing
four,numberofinjuredinbombing,three_killed_in_lebanese_suicide_bombing
lobster,animalsuchasinvertebrate,crustaceans
d_day_landings,eventdate,june_1944
chairs,furniturefoundinroom,dining_room
chairs,furniturefoundinroom,dining_area
flowers,agriculturalproductcamefromcountry,russia
movie_actors,actorsuchasactor,robert_deniro
egg,agriculturalproductcomingfromvertebrate,butterfly
egg,agriculturalproductcomingfromvertebrate,butterfly
egg,agriculturalproductcomingfromvertebrate,butterfly
eggs,agriculturalproductcomingfromvertebrate,butterfly
eggs,agriculturalproductcomingfromvertebrate,butterfly
eggs,agriculturalproductcomingfromvertebrate,butterfly
michael_essien,athleteplaysforteam,chelsea
blood,bodypartcontainsbodypart,hair
blood,bodypartcontainsbodypart,hair
blood,bodypartcontainsbodypart,hair
mozart,musicianplaysinstrument,two_pianos
william_verity,persondiedincity,beaufort
jimmy_page,musicianinmusicartist,zep
david,musicianplaysinstrument,accordion
david,musicianplaysinstrument,accordion
b_b__king,musicianplaysinstrument,guitar
yngwie_malmsteen,musicianplaysinstrument,guitar
yngwie_malmsteen,musicianplaysinstrument,guitar
franklin_d___roosevelt,persondeathdate,n1945
franklin_d___roosevelt,persondeathdate,n1945
five_people,victiminbombing,beirut_bombing__thurs__blast_in_hezbollah_run_area_of_beirut_claimed_5_lives
pat,personbelongstoorganization,college
herbie_hancock,musicianplaysinstrument,piano
michelle_obama,motherofperson,malia
buddy_guy,musicianplaysinstrument,guitar
john,persondiedatage,2
